"applicants_mcc_licence_no","applicant_name","mcc_medicine_reg_no","nappi_code","atc_4","medicine_schedule","medicine_proprietary_name","active_ingredients","strength","unit","dosage_form","pack_size","quantity","manufacturer_price","logistics_fee","vat","sep","unit_price","effective_date","status","originator_or_generic","_12_months_volume_of_sales"
"0000001152","Abex Pharmaceutica (Pty) Ltd","44/2.6.5/0674","723315001","N05AX","S5","Rispide 1","Risperidone","1","mg","FCT","30","1","174.84","11.16","27.90","213.89","7.13",,,"Generic",
"0000001152","Abex Pharmaceutica (Pty) Ltd","44/2.6.5/0675","723316001","N05AX","S5","Rispide 2","Risperidone","2","mg","FCT","30","1","376.22","24.02","60.04","460.28","15.34","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","41/26/0305","711328001","L01BA","S4","Methacor 25mg/ml","Methotrexate","25","mg/ml","INJ","2","1","22.94","2.56","3.82","29.32","14.66","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","41/26/0246","711364001","L01BC","S4","Floracor 50mg/ml Injection","Fluorouracil","50","mg/ml","INJ","5","1","12.92","1.44","2.15","16.51","3.30",,,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","41/26/0246","711366001","L01BC","S4","Floracor 50mg/ml Injection","Fluorouracil","50","mg/ml","INJ","10","1","25.84","2.88","4.31","33.02","3.30","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","41/26/0435","711367001","L01XA","S4","Accord-Carboplatin 10mg/ml Injection","Carboplatin","10","mg/ml","INJ","15","1","226.93","25.21","37.82","289.96","19.33",,,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","41/26/0435","711368001","L01XA","S4","Accord-Carboplatin 10mg/ml Injection","Carboplatin","10","mg/ml","INJ","45","1","680.64","75.63","113.44","869.71","19.33","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","41/26/1004","712603001","L01XX","S4","Accord Irinotecan 40","Irinotecan Hydrochloride Trihydrate","40","mg/2ml","INJ","2","1","308.70","34.30","51.45","394.45","197.23","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","41/26/1003","712643001","L01XX","S4","Irinotas ","Irinotecan hydrochloride ","20","mg/ml","INJ","2","1","308.52","34.28","51.42","394.22","197.11",,,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","44/26/0025","712872001","L01XX","S4","Accord Irinotecan 100","Irinotecan Hydrochloride Trihydrate","100","mg/5ml","INJ","5","1","771.75","85.75","128.63","986.13","197.23","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","44/26/0024","712873001","L01XX","S4","Irinotas 100","Irinotecan hydrochloride","20","mg/ml","INJ","5","1","771.30","85.70","128.55","985.55","197.11",,,"Generic",
,,,,,,,"Magnesium chloride","150","g/1000ml",,,,,,,,,,,,
,,,,,,,"Sodium chloride","5.599","g/1000ml",,,,,,,,,,,,
"0000000985","Accord Healthcare (Pty) Ltd","41/26/1002","713432001","L01CA","S4","Accord-Vincristine 1mg/ml ","Vincristine Sulfate","2","mg/2ml","INJ","2","1","92.96","10.33","15.49","118.78","59.39","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","42/26/0903","713873001","L01BC","S4","Accord Gemcitabine 1g ","Gemcitabine hydrochloride","1000","mg/50ml","INJ","50","1","1,186.02","131.78","197.67","1,515.47","30.31","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","42/26/0088","713874001","L01BC","S4","Accord Gemcitabine 200mg ","Gemcitabine hydrochloride","200","mg/10ml","INJ","10","1","237.20","26.36","39.53","303.09","30.31",,,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","42/2.6.5/0159","713964001","N05AX","S5","Rispacor 4 ","Risperidone","4","mg","TAB","30","1","932.66","103.63","155.44","1,191.73","39.72","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","42/2.6.5/0158","713965001","N05AX","S5","Rispacor 3","Risperidone","3","mg","TAB","30","1","576.72","64.08","96.12","736.92","24.56",,,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","42/2.6.5/0157","713966001","N05AX","S5","Rispacor 2","Risperidone","2","mg","TAB","30","1","389.61","43.29","64.94","497.84","16.59","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","42/2.6.5/0156","713967001","N05AX","S5","Rispacor 1","Risperidone","1","mg","TAB","30","1","229.51","25.51","38.25","293.27","9.78","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","41/7.1/0659","713971001","C08CA","S3","Amtas 5 ","Amlodipine Besilate","5","mg","TAB","30","1","49.50","5.50","8.25","63.25","2.11",,,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","41/7.1/0660","713972001","C08CA","S3","Amtas 10 ","Amlodipine Besilate","10","mg","TAB","30","1","72.72","8.08","12.12","92.92","3.10","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","42/2.6.5/0155","714101001","N05AX","S5","Rispacor 0.5","Risperidone","0.5","mg","TAB","30","1","129.19","14.35","21.53","165.08","5.50",,,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","41/21.2/0640","714426001","A10BA","S3","Accord Metformin 850","Metformin Hydrochloride","850","mg","TAB","60","1","33.53","3.73","5.59","42.84","0.71","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","41/21.2/0639","714427001","A10BA","S3","Accord Metformin 500","Metformin Hydrochloride","500","mg","TAB","100","1","30.56","3.40","5.09","39.05","0.39","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","42/26/0089","715322001","L01BC","S4","Cytigem 200mg ","Gemcitabine Hydrochloride","200","mg/10ml","INJ","10","1","236.86","26.32","39.48","302.66","30.27",,,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","42/26/0902","715323001","L01BC","S4","Cytigem 1g ","Gemcitabine Hydrochloride","1","g/50ml","INJ","50","1","1,184.31","131.59","197.39","1,513.29","30.27","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","42/21.12/0259","715703001","L02BG","S4","Accord Anastrozole","Anastrozole","1","mg","FCT","30","1","198.00","22.00","33.00","253.00","8.43",,,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","42/21,12/0323","715704001","L02BG","S4","Accord Letrozole 2,5 mg","Letrozole","2.5","mg","FCT","30","1","373.50","41.49","62.25","477.24","15.91","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","42/21.12/0431","715705001","L02BB","S4","Accord Bicalutamide 50 mg","Bicalutamide","50","mg","FCT","30","1","452.88","50.32","75.48","578.68","19.29","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","42/7.5/0372","715709001","C10AA","S4","Pixeta 10","Pravastatin Sodium","10","mg","TAB","30","1","121.01","13.45","20.17","154.62","5.15",,,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","42/7.5/0373","715710001","C10AA","S4","Pixeta 20","Pravastatin Sodium","20","mg","TAB","30","1","132.59","14.73","22.10","169.42","5.65","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","42/7.5/0358","715711001","C10AA","S4","Pixeta 40","Pravastatin Sodium","40","mg","TAB","30","1","182.67","20.30","30.45","233.42","7.78",,,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","42/3.2/1015","715712001","M05BA","S4","Ostena 10","Alendronate Sodium ","10","mg","TAB","28","1","169.38","18.82","28.23","216.43","7.73","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","42/3.2/1016","715713001","M05BA","S3","Ostena 70","Alendronate Sodium","70","mg","TAB","4","1","155.91","17.32","25.99","199.22","49.81","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","42/21.12/0324","715718001","L02BG","S4","Laradex","Letrozole","2.5","mg","FCT","30","1","369.00","41.00","61.50","471.50","15.72",,,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","42/21.12/0260","715720001","L02BG","S4","Stradexa","Anastrozole","1","mg","FCT","30","1","192.60","21.40","32.10","246.10","8.20","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","42/21.12/0430","715721001","L02BB","S4","Caloxa 50 mg","Bicalutamide","50","mg","FCT","30","1","414.00","46.00","69.00","529.00","17.63",,,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","42/7.3/0356","715852001","N02CC","S4","Accord Sumatriptan 50 mg","Sumatriptan ","50","mg","TAB","2","1","75.40","8.38","12.57","96.35","48.17","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","42/7.3/0357","715853001","N02CC","S4","Accord Sumatriptan 100 mg","Sumatriptan","100","mg","TAB","4","1","182.55","20.28","30.42","233.25","58.31","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","42/3.2/1013","715854001","M05BA","S3","Accord Alendronate 10","Alendronic Acid","10","mg","TAB","28","1","172.98","19.22","28.83","221.03","7.89",,,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","42/3.2/1014","715855001","M05BA","S3","Accord Alendronate 70","Alendronic Acid","70","mg","TAB","4","1","190.88","21.21","31.81","243.90","60.97","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","42/7.1.3/0325","715856001","C09DA","S3","Losaar Plus 50/12,5","Losartan Potassium ","50","mg","TAB","30","1","64.18","7.13","10.70","82.01","2.73",,,"Generic",
,,,,,,,"Hydrochlorothiazide","12.5","mg",,,,,,,,,,,,
"0000000985","Accord Healthcare (Pty) Ltd","42/7.1.3/0326","715857001","C09DA","S3","Losaar Plus 100/25","Losartan Potassium ","100","mg","TAB","30","1","71.56","7.95","11.93","91.44","3.05","01 April 2018",,"Generic",
,,,,,,,"Hydrochlorothiazide","25","mg",,,,,,,,,,,,
,,,,,,,"Potassium chloride","0.299","g/1000ml",,,,,,,,,,,,
"0000000985","Accord Healthcare (Pty) Ltd","41/11.4.3/0663","715885001","A02BC","S4","Accord Omeprazole 40 mg Injection","Omeprazole","40","mg","INJ","1","1","31.46","3.93","5.31","40.70","40.70","01 April 2018",,"Generic",
,,,,,,,"Sodium lactate","5","g/1000ml",,,,,,,,,,,,
"0000000985","Accord Healthcare (Pty) Ltd","42/26/0153","716228001","L01DB","S4","Accord Epirubicin 10","Epirubicin Hydrochloride","2","mg/ml","INJ","5","1","99.67","11.07","16.61","127.35","25.47",,,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","42/26/0900","716239001","L01DB","S4","Accord Epirubicin 50","Epirubicin Hydrochloride","2","mg/ml","INJ","25","1","498.34","55.37","83.06","636.76","25.47","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","42/26/0152","716240001","L01DB","S4"," Epicord 10","Epirubicin Hydrochloride","2","mg/ml","INJ","5","1","99.00","11.00","16.50","126.50","25.30","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","42/26/0897","716241001","L01DB","S4"," Epicord 50","Epirubicin Hydrochloride","2","mg/ml","INJ","25","1","495.00","55.00","82.50","632.50","25.30",,,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","41/21.2/0656","716714001","A10BB","S3","Accord Glimepiride 1 mg","Glimepiride ","1","mg","TAB","30","1","39.79","4.42","6.63","50.84","1.69","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","41/21.2/0657","716715001","A10BB","S3","Accord Glimepiride 2 mg","Glimepiride ","2","mg","TAB","30","1","78.76","8.75","13.13","100.63","3.35",,,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","41/21.2/0658","716716001","A10BB","S3","Accord Glimepiride 4 mg","Glimepiride ","4","mg","TAB","30","1","124.37","13.82","20.73","158.92","5.30","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","43/21.12/0056","716739001","G04CB","S4","Accord Finasteride 5 mg ","Finasteride","5","mg","TAB","30","1","176.38","19.60","29.40","225.38","7.51","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","43/21.12/0058","716741001","G04CB","S4","Intas Finasteride 5 mg ","Finasteride","5","mg","TAB","30","1","142.38","15.82","23.73","181.93","6.06",,"Discontinued","Generic",
"0000000985","Accord Healthcare (Pty) Ltd","44/26/0374","717008001","L01CD","S4","Paxitas 30","Paclitaxel","30","mg/5ml","INJ","5","1","100.62","11.18","16.77","128.57","25.71","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","44/26/0375","717009001","L01CD","S4","Paxitas 100","Paclitaxel ","100","mg/16.7ml","INJ","16.7","1","336.07","37.34","56.01","429.42","25.71",,,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","44/26/0376","717011001","L01CD","S4","Paxitas 300","Paclitaxel ","300","mg/50ml","INJ","50","1","1,006.20","111.80","167.70","1,285.70","25.71","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","42/5.10/0891","717049001","A04AA","S4","Alepet 4","Ondansetron ","4"," mg/2ml","INJ","2","5","39.38","4.92","6.65","50.95","5.09","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","42/5.10/0892","717050001","A04AA","S4","Alepet 8","Ondansetron ","8"," mg/4ml","INJ","4","5","78.76","9.84","13.29","101.89","5.09",,,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","44/26/0380","717829001","L01XA","S4","Intas Oxaliplatin 50","Oxaliplatin ","5","mg/ml","INF","10","1","839.81","93.31","139.97","1,073.09","107.31","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","42/26/1066","717830001","L01XA","S4","Intas Oxaliplatin 100","Oxaliplatin ","5","mg/ml","INF","20","1","1,679.62","186.62","279.94","2,146.18","107.31",,,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","44/26/0964","718095001","L01AX","S4","Temintas 5","Temozolomide","5","mg","CAP","5","1","81.39","9.04","13.56","103.99","20.80","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","44/26/0965","718096001","L01AX","S4","Temintas 20","Temozolomide","20","mg","CAP","5","1","325.52","36.17","54.25","415.94","83.19","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","44/26/0966","718097001","L01AX","S4","Temintas 100","Temozolomide","100","mg","CAP","5","1","1,627.61","180.85","271.27","2,079.72","415.94",,,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","44/26/0967","718098001","L01AX","S4","Temintas 250","Temozolomide","250","mg","CAP","5","1","4,025.39","447.27","670.90","5,143.56","1,028.71","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","44/26/0960","718133001","L01AX","S4","Accord Temozolomide 5","Temozolomide","5","mg","CAP","5","1","84.04","9.34","14.01","107.39","21.48",,,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","44/26/0961","718134001","L01AX","S4","Accord Temozolomide 20","Temozolomide","20","mg","CAP","5","1","336.14","37.35","56.02","429.51","85.90","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","44/26/0962","718135001","L01AX","S4","Accord Temozolomide 100","Temozolomide","100","mg","CAP","5","1","1,680.65","186.74","280.11","2,147.50","429.50","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","44/26/0963","718136001","L01AX","S4","Accord Temozolomide 250","Temozolomide","250","mg","CAP","5","1","4,025.48","447.28","670.91","5,143.67","1,028.73",,,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","44/26/0381","718138001","L01XA","S4","Accord Oxaliplatin 50","Oxaliplatin ","50","mg","INF","10","1","843.70","93.75","140.62","1,078.07","107.81","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","42/26/1065","718139001","L01XA","S4","Accord Oxaliplatin 100","Oxaliplatin ","100","mg","INF","20","1","1,687.41","187.49","281.24","2,156.14","107.81",,,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","43/21.12/0055","718147001","L01XA","S4","Profina ","Finasteride","1","mg","TAB","30","1","104.35","11.59","17.39","133.34","4.44","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","43/21.2/0140","718148001","L01AX","S3","Accord Pioglitazone 15","Pioglitazone","15","mg","TAB","30","1","69.65","7.74","11.61","89.00","2.97","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","43/21.2/0141","718150001","L01AX","S3","Accord Pioglitazone 30","Pioglitazone","30","mg","TAB","30","1","116.95","12.99","19.49","149.43","4.98",,,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","43/21.2/0142","718151001","L01AX","S3","Accord Pioglitazone 45","Pioglitazone","45","mg","TAB","30","1","186.26","20.70","31.04","238.00","7.93","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","45/1.3.2/0225","718535001","N07BB","S4","Naltima","Naltrexone hydrochloride","50","mg","TAB","28","1","678.78","75.42","113.13","867.33","30.98",,,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","44/26/0556","719395001","L01CD","S4","Axtere 20 ","Docetaxel","20","mg/2ml","INF","2","1","534.03","59.34","89.01","682.38","341.19","01 April 2018","Discontinued","Generic",
"0000000985","Accord Healthcare (Pty) Ltd","44/26/0557","719396001","L01CD","S4","Axtere 80 ","Docetaxel","80","mg/8ml","INF","8","1","2,136.16","237.35","356.03","2,729.54","341.19","01 April 2018","Discontinued","Generic",
"0000000985","Accord Healthcare (Pty) Ltd","44/1.2/0851","719547001","N06AB","S5","Accord Escitalopram 10 ","Escitalopram","10","mg ","TAB","28","1","50.38","5.60","8.40","64.37","2.30",,,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","44/1.2/0852","719548001","N06AB","S5","Accord Escitalopram 20 ","Escitalopram","20","mg ","TAB","28","1","70.18","7.80","11.70","89.67","3.20","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","43/5.4.1/0506","719569001","N04BC","S4","Accord Ropinirole 0.25 mg","Ropinirole HCI","0.25","mg ","TAB","84","1","74.68","8.30","12.45","95.42","1.14",,,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","43/5.4.1/0505","719570001","N04BC","S4","Accord Ropinirole 0.5 mg","Ropinirole HCI","0.5","mg ","TAB","84","1","124.47","13.83","20.75","159.05","1.89","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","43/5.4.1/0507","719571001","N04BC","S4","Accord Ropinirole 1 mg","Ropinirole HCI","1","mg ","TAB","84","1","186.48","20.72","31.08","238.28","2.84","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","43/5.4.1/0508","719572001","N04BC","S4","Accord Ropinirole 2 mg","Ropinirole HCI","2","mg ","TAB","84","1","290.68","32.30","48.45","371.43","4.42",,,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","43/5.4.1/0509","719573001","N04BC","S4","Accord Ropinirole 5 mg","Ropinirole HCI","5","mg ","TAB","84","1","477.95","53.11","79.66","610.71","7.27","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","42/26/0327","719621001","N05CD","S5","Accord Midazolam 15 mg/3 ml","Midazolam","15","mg/3ml","INJ","3","10","122.44","15.30","20.66","158.40","5.28",,,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","42/26/0328","719622001","N05CD","S5","Accord Midazolam 50 mg/10 ml","Midazolam","50","mg/10ml","INJ","10","1","40.81","5.10","6.89","52.80","5.28","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","42/26/0329","719623001","N05CD","S5","Accord Midazolam 5 mg/5 ml","Midazolam","5","mg/5ml","INJ","5","10","80.35","10.04","13.56","103.95","2.08","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","43/26/1019","720381001","L01XA","S4","Cisacor 10","Cisplatin","1","mg/ml","INF","10","1","21.05","2.34","3.51","26.89","2.69",,,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","43/26/1021","720382001","L01XA","S4","Cisacor 50 ","Cisplatin","1","mg/ml","INF","50","1","105.25","11.69","17.54","134.49","2.69","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","44/26/0377","720614001","L01CD","S4","Accord Paclitaxel 30","Paclitaxel","30","mg/5ml","INJ","5","1","100.83","11.20","16.80","128.83","25.77",,,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","44/26/0378","720616001","L01CD","S4","Accord Paclitaxel 100","Paclitaxel ","100","mg/16.7ml","INJ","16.7","1","336.77","37.42","56.13","430.32","25.77","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","44/26/0379","720617001","L01CD","S4","Accord Paclitaxel 300","Paclitaxel ","300","mg/50ml","INJ","50","1","1,008.28","112.03","168.05","1,288.36","25.77","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","44/20.1.1/0274","721169001","J01CR","S4","Pirabax 4/0,5","Piperacillin","4","g","INJ","50","1","114.43","12.72","19.07","146.22","2.92",,,"Generic",
,,,,,,,"Tazobactam","0.5","g",,,,,,,,,,,,
"0000000985","Accord Healthcare (Pty) Ltd","46/26/0487","721800001","L01DB","S4","Rubexet 10mg/5ml","Doxorubicin","10","mg/5ml","INJ","5","1","59.73","6.64","9.96","76.33","15.27",,,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","46/26/0488","721801001","L01DB","S4","Rubexet 50mg/25ml","Doxorubicin","50","mg/25ml","INJ","25","1","298.67","33.19","49.78","381.63","15.27","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","46/26/0489","721802001","L01DB","S4","Rubexet 200mg/100ml","Doxorubicin","200","mg/100ml","INJ","100","1","1,194.67","132.74","199.11","1,526.52","15.27","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","46/26/0484","721804001","L01DB","S4","Doxorubicin Accord 10mg/5ml","Doxorubicin","10","mg/5ml","INJ","5","1","60.87","6.77","10.15","77.79","15.56",,,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","46/26/0485","721805001","L01DB","S4","Doxorubicin Accord 50mg/25ml","Doxorubicin","50","mg/25ml","INJ","25","1","304.39","33.83","50.73","388.94","15.56","01 April 2018",,"Generic",
,,,,,,,"Magnesium chloride","50.799","g/1000ml",,,,,,,,,,,,
"0000000985","Accord Healthcare (Pty) Ltd","49/26/0740","722780001","L01XE","S4","Imatinib Accord 100mg","Imanitib","100","mg","TAB","60","1","5,568.27","618.70","928.05","7,115.01","118.58",,,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","49/26/0891","722781001","L01XX","S4","Valtib","Bortezomib",,"mg/10ml","INJ","10","1","8,640.00","960.00","1,440.00","11,040.00","1,104.00","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","49/26/0741","722788001","L01XE","S4","Imatinib Accord 400 mg","Imatinib","400","mg","FCT","30","1","11,388.60","1,265.40","1,898.10","14,552.10","485.07","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","49/26/0742","722940001","L01XE","S4","Mivesta 100 mg","Imatinib ","100","mg","FCT","60","1","5,553.00","617.00","925.50","7,095.50","118.26",,,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","50/17.1/0131","722941001","M03AC","S4","Cistrax 5 mg/2,5 ml","Cisatracurium","5","mg/ 2.5 ml","INF","2.5","5","172.25","19.14","28.71","220.10","17.61","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","50/17.1/0132","722942001","M03AC","S4","Cistrax 10 mg/ 5 ml","Cisatracurium","10","mg/ 5 ml","INF","5","5","344.48","38.28","57.41","440.17","17.61",,,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","50/17.1/0133","722943001","M03AC","S4","Cistrax 150 mg/30 ml","Cisatracurium","150","mg/ 30 ml","INF","30","1","661.00","73.44","110.17","844.61","28.15","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","49/26/0743","722964001","L01XE","S4","Mivesta 400 mg","Imatinib ","400","mg","FCT","30","1","11,385.00","1,265.00","1,897.50","14,547.50","484.92","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","49/26/0832","723381001","L01CD","S4","Docetaxel Accord 20","Docetaxel","20","mg/1ml","INF","1","1","643.42","71.49","107.24","822.15","822.15",,,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","49/26/0888","723384001","L01BA","S4","Pemetrexed Accord 500","Pemetrexed","500","mg","POR","20","1","8,095.50","899.50","1,349.25","10,344.25","517.21","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","49/26/0833","723387001","L01CD","S4","Docetaxel Accord 80","Docetaxel","80","mg/4ml","INF","4","1","2,573.68","285.96","428.95","3,288.59","822.15",,,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","49/26/0834","723388001","L01CD","S4","Docetaxel Accord 160","Docetaxel","160","mg/8ml","INF","8","1","5,147.35","571.93","857.89","6,577.17","822.15","01 April 2018",,"Generic",
,,,,,,,"Sodium lactate","4.48","g/1000ml",,,,,,,,,,,,
,,,,,,,"Sodium glycerophosphate","5.36","g/1000ml",,,,,,,,,,,,
"0000000985","Accord Healthcare (Pty) Ltd","A46/26/0212","723389001","L1X2","S4","Oplaxin 50 mg","Oxaliplatin","5","mg/ml","INF","10","1","871.63","96.85","145.27","1,113.75","111.38","01 April 2018",,"Originator",
"0000000985","Accord Healthcare (Pty) Ltd","A46/26/0212","723390001","L1X2","S4","Oplaxin 100 mg","Oxaliplatin","5","mg/ml","INF","20","1","1,743.26","193.70","290.54","2,227.50","111.38",,,"Originator",
"0000000985","Accord Healthcare (Pty) Ltd","49/26/0889","723753001","L01BA","S4","Terexta 500","Pemetrexed","500","mg","POI","20","1","8,055.00","895.00","1,342.50","10,292.50","514.63","01 April 2018",,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","41/7.1/0661","723783001","C08CA","S3","Amlodipine Unicorn 5","Amlodipine besilate","5","mg","TAB","30","1","48.94","5.44","8.16","62.54","2.08",,,"Generic",
"0000000985","Accord Healthcare (Pty) Ltd","41/7.1/0662","723784001","C08CA","S3","Amlodipine Unicorn 10","Amlodipine besilate","10","mg","TAB","30","1","72.95","8.11","12.16","93.22","3.11","01 April 2018",,"Generic",
"0000000288","Actavis Pharma (Pty) Ltd","41/7.1.3/0126","710958001","C07AG","S3","Vediblok 6.25mg","Carvedilol","6.25","mg","TAB","30","1","59.35","6.59","9.89","75.83","2.53",,,"Generic",
"0000000288","Actavis Pharma (Pty) Ltd","41/7.1.3/0127","710959001","C07AG","S3","Vediblok 12.5mg","Carvedilol","12.5","mg","TAB","30","1","64.49","7.16","10.75","82.40","2.75","01 April 2018",,"Generic",
"0000000288","Actavis Pharma (Pty) Ltd","41/7.1.3/0128","710960001","C07AG","S3","Vediblok 25mg","Carvedilol","25","mg","TAB","30","1","81.10","9.01","13.52","103.62","3.45",,,"Generic",
"0000000288","Actavis Pharma (Pty) Ltd","42/21.12/0119","716420002","G02CB","S4","Arigoline 0,5 mg","Cabergoline","0.5","mg","TAB","4","1","174.30","19.37","29.05","222.72","55.68","01 April 2018",,"Generic",
"0000000288","Actavis Pharma (Pty) Ltd","42/21.5.1/0953","721277001","R03BA","S3","Budoneb 0.25mg/ml","Budesonide","0.25","mg/ml","SUS","2","20","151.51","16.83","25.25","193.59","4.84","01 April 2018",,"Generic",
